CATEGORY, MOVE_1, MOVE_2, MOVE_3, MOVE_4, MOVE_5, MOVE_6, MOVE_7, MOVE_8, MOVE_9, STAT_1, STAT_2, STAT_3, STAT_4, STAT_5, STAT_6, STAT_7, STAT_8, STAT_9, TIME, ID 
run, 29, 37, 77, 56, 10, 23, 14, 6, 9, 0, 0, 100, 100, 100, 92, 100, 100, 86, 1025854, 23 
run, 29, 26, 66, 44, 10, 20, 16, 6, 4, 0, 0, 100, 100, 100, 92, 100, 100, 81, 1026878, 24 
run, 24, 31, 100, 71, 31, 13, 16, 22, 8, 0, 0, 100, 100, 100, 91, 93, 100, 73, 1027904, 25 
run, 31, 46, 100, 80, 13, 20, 5, 8, 10, 0, 0, 100, 100, 100, 95, 84, 98, 66, 1028956, 26 
run, 27, 32, 64, 34, 9, 16, 8, 4, 9, 0, 0, 100, 100, 100, 92, 81, 100, 78, 1030074, 27 
run, 20, 63, 97, 76, 36, 12, 7, 13, 12, 0, 0, 100, 100, 100, 85, 74, 100, 81, 1031107, 28 
run, 35, 39, 100, 87, 21, 11, 8, 14, 5, 0, 0, 100, 100, 100, 84, 82, 100, 81, 1032144, 29 
run, 21, 48, 76, 41, 21, 13, 15, 14, 3, 0, 0, 100, 100, 100, 84, 90, 100, 76, 1033184, 30 
run, 39, 58, 98, 37, 10, 12, 9, 9, 7, 0, 0, 100, 100, 100, 94, 99, 100, 57, 1034225, 31 
run, 29, 100, 100, 92, 13, 24, 21, 6, 3, 0, 0, 100, 100, 100, 95, 95, 93, 54, 1035267, 32 
run, 42, 91, 100, 55, 11, 15, 9, 7, 5, 0, 0, 100, 100, 100, 100, 91, 93, 56, 1036312, 33 
run, 36, 100, 100, 100, 33, 13, 11, 8, 1, 0, 0, 100, 100, 100, 97, 81, 96, 55, 1037358, 34 
run, 36, 58, 100, 86, 18, 25, 19, 4, 13, 0, 0, 100, 100, 100, 96, 80, 100, 60, 1038408, 35 
run, 34, 52, 100, 100, 24, 10, 13, 25, 13, 0, 0, 100, 100, 100, 97, 76, 100, 64, 1039458, 36 
run, 41, 40, 100, 99, 27, 18, 16, 23, 21, 0, 0, 100, 100, 100, 89, 82, 100, 69, 1040510, 37 
run, 28, 27, 85, 75, 23, 15, 30, 31, 24, 0, 0, 100, 100, 100, 89, 99, 100, 91, 1041564, 38 
run, 25, 18, 58, 32, 20, 7, 27, 28, 18, 0, 0, 100, 100, 100, 83, 97, 100, 90, 1042621, 39 
run, 33, 30, 100, 97, 17, 4, 12, 18, 11, 0, 0, 100, 100, 100, 77, 100, 100, 96, 1043679, 40 
run, 36, 30, 89, 79, 9, 27, 20, 10, 3, 0, 0, 100, 100, 100, 75, 100, 100, 90, 1044739, 41 
run, 35, 29, 64, 75, 37, 26, 19, 7, 8, 0, 0, 100, 100, 100, 80, 97, 98, 78, 1045840, 42 
run, 24, 24, 100, 100, 23, 33, 18, 7, 8, 0, 0, 100, 100, 100, 86, 91, 95, 68, 1046904, 43 
run, 19, 20, 56, 50, 13, 10, 12, 6, 9, 0, 0, 100, 100, 100, 94, 92, 94, 55, 1047968, 44 
run, 30, 33, 100, 85, 19, 8, 6, 6, 14, 0, 0, 100, 100, 100, 88, 81, 81, 50, 1049075, 45 
run, 30, 27, 56, 41, 44, 27, 11, 7, 10, 0, 0, 100, 100, 100, 80, 80, 90, 48, 1050179, 46 
run, 33, 38, 100, 100, 16, 21, 19, 13, 10, 0, 0, 100, 100, 100, 78, 88, 92, 47, 1051250, 47 
run, 33, 20, 27, 25, 23, 17, 28, 31, 6, 0, 0, 100, 100, 100, 80, 88, 96, 45, 1052323, 48 
run, 51, 31, 23, 28, 11, 15, 8, 16, 11, 0, 0, 100, 100, 100, 87, 97, 100, 52, 1053438, 49 
run, 26, 18, 84, 67, 14, 6, 10, 19, 25, 0, 0, 100, 100, 100, 78, 94, 100, 71, 1054514, 50 
run, 42, 53, 100, 82, 26, 14, 6, 12, 11, 0, 0, 100, 100, 100, 83, 94, 100, 77, 1055632, 51 
run, 28, 26, 90, 85, 25, 9, 26, 33, 9, 0, 0, 100, 100, 100, 87, 93, 100, 85, 1056713, 52 
run, 32, 33, 100, 100, 27, 6, 9, 19, 16, 0, 0, 100, 100, 100, 85, 89, 100, 91, 1057834, 53 
run, 25, 27, 82, 85, 26, 8, 6, 10, 6, 0, 0, 100, 100, 100, 79, 88, 100, 79, 1058917, 54 
run, 35, 50, 100, 100, 22, 11, 21, 27, 8, 0, 0, 100, 100, 100, 75, 89, 100, 73, 1060043, 55 
run, 28, 32, 96, 69, 12, 17, 6, 7, 9, 0, 0, 100, 100, 100, 74, 89, 100, 69, 1061129, 56 
run, 25, 58, 100, 100, 25, 5, 6, 14, 4, 0, 0, 100, 100, 100, 74, 87, 100, 65, 1062130, 57 
run, 36, 40, 76, 41, 27, 14, 8, 15, 19, 0, 0, 100, 100, 100, 78, 86, 97, 64, 1063217, 58 
run, 40, 28, 71, 60, 14, 13, 5, 6, 3, 0, 0, 100, 100, 100, 79, 79, 95, 63, 1064219, 59 
run, 29, 33, 80, 61, 15, 22, 16, 11, 8, 0, 0, 100, 100, 100, 91, 76, 89, 59, 1065345, 60 
