CATEGORY, MOVE_1, MOVE_2, MOVE_3, MOVE_4, MOVE_5, MOVE_6, MOVE_7, MOVE_8, MOVE_9, STAT_1, STAT_2, STAT_3, STAT_4, STAT_5, STAT_6, STAT_7, STAT_8, STAT_9, TIME, ID 
run, 21, 30, 79, 61, 16, 7, 7, 4, 4, 0, 0, 100, 100, 100, 87, 100, 100, 100, 1282615, 37 
run, 30, 38, 100, 81, 13, 14, 9, 12, 12, 0, 0, 100, 100, 100, 88, 100, 100, 100, 1283681, 38 
run, 31, 51, 100, 100, 24, 10, 15, 19, 14, 0, 0, 100, 100, 100, 92, 96, 100, 100, 1284749, 39 
run, 33, 43, 90, 51, 14, 13, 18, 21, 13, 0, 0, 100, 100, 100, 91, 95, 98, 100, 1285818, 40 
run, 34, 28, 60, 51, 10, 8, 12, 10, 18, 0, 0, 100, 100, 100, 89, 98, 100, 99, 1286890, 41 
run, 26, 24, 69, 51, 15, 10, 7, 12, 9, 0, 0, 100, 100, 100, 83, 88, 100, 96, 1287966, 42 
run, 28, 55, 100, 85, 13, 5, 7, 7, 9, 0, 0, 100, 100, 100, 83, 83, 99, 100, 1289081, 43 
run, 22, 38, 100, 100, 24, 26, 8, 7, 12, 0, 0, 100, 100, 100, 88, 87, 100, 100, 1290201, 44 
run, 28, 27, 100, 88, 11, 4, 12, 12, 16, 0, 0, 100, 100, 100, 92, 87, 100, 100, 1291282, 45 
run, 43, 45, 75, 54, 21, 13, 13, 8, 4, 0, 0, 100, 100, 100, 96, 95, 100, 100, 1292403, 46 
run, 34, 33, 72, 69, 17, 7, 8, 10, 5, 0, 0, 100, 100, 100, 96, 95, 100, 99, 1293490, 47 
run, 38, 18, 100, 86, 12, 20, 26, 32, 13, 0, 0, 100, 100, 100, 90, 92, 100, 96, 1294575, 48 
run, 36, 55, 100, 100, 36, 24, 5, 5, 13, 0, 0, 100, 100, 100, 79, 77, 100, 96, 1295703, 49 
run, 25, 20, 22, 12, 13, 28, 16, 11, 6, 0, 0, 100, 100, 100, 82, 77, 100, 99, 1296793, 50 
run, 19, 13, 54, 42, 18, 12, 6, 17, 11, 0, 0, 100, 100, 100, 75, 83, 100, 100, 1297920, 51 
run, 32, 33, 57, 56, 44, 18, 22, 36, 22, 0, 0, 100, 100, 100, 77, 93, 100, 100, 1299014, 52 
run, 24, 19, 51, 61, 22, 16, 9, 20, 23, 0, 0, 100, 100, 100, 79, 93, 100, 100, 1300016, 53 
run, 29, 33, 100, 93, 15, 7, 8, 9, 10, 0, 0, 100, 100, 100, 87, 92, 100, 100, 1301118, 54 
run, 30, 33, 70, 62, 12, 5, 11, 10, 7, 0, 0, 100, 100, 100, 94, 87, 100, 100, 1302122, 55 
run, 31, 45, 100, 100, 22, 19, 14, 10, 6, 0, 0, 100, 100, 100, 89, 88, 100, 100, 1303234, 56 
run, 33, 48, 100, 100, 32, 17, 12, 17, 20, 0, 0, 100, 100, 100, 85, 89, 100, 96, 1304330, 57 
run, 25, 28, 87, 59, 29, 14, 6, 8, 8, 0, 0, 100, 100, 100, 81, 78, 100, 89, 1305341, 58 
run, 38, 33, 62, 66, 28, 18, 24, 15, 8, 0, 0, 100, 100, 100, 78, 78, 100, 91, 1306355, 59 
run, 32, 33, 63, 60, 35, 18, 18, 17, 7, 0, 0, 100, 100, 100, 82, 79, 99, 85, 1307367, 60 
