CATEGORY, MOVE_1, MOVE_2, MOVE_3, MOVE_4, MOVE_5, MOVE_6, MOVE_7, MOVE_8, MOVE_9, STAT_1, STAT_2, STAT_3, STAT_4, STAT_5, STAT_6, STAT_7, STAT_8, STAT_9, TIME, ID 
squat, 34, 16, 96, 59, 20, 8, 8, 7, 5, 0, 0, 100, 100, 100, 100, 100, 100, 79, 2207844, 1 
squat, 39, 26, 35, 14, 17, 3, 9, 12, 8, 0, 0, 100, 100, 100, 100, 92, 63, 38, 2208974, 2 
squat, 21, 29, 82, 93, 32, 7, 16, 6, 9, 0, 0, 100, 100, 100, 100, 97, 74, 55, 2210011, 3 
squat, 31, 37, 100, 100, 27, 18, 28, 23, 13, 0, 0, 100, 100, 100, 96, 100, 94, 71, 2211142, 4 
squat, 31, 25, 81, 54, 9, 18, 17, 16, 10, 0, 0, 100, 100, 100, 91, 100, 95, 76, 2212276, 5 
squat, 24, 58, 100, 99, 16, 12, 21, 17, 13, 0, 0, 100, 100, 100, 82, 97, 96, 77, 2213315, 6 
squat, 36, 33, 84, 46, 10, 8, 9, 15, 6, 0, 0, 100, 100, 97, 88, 99, 90, 76, 2214451, 7 
squat, 44, 42, 43, 39, 26, 10, 10, 8, 8, 0, 0, 100, 100, 93, 83, 96, 86, 80, 2215453, 8 
squat, 41, 36, 30, 39, 16, 7, 6, 3, 2, 0, 0, 100, 100, 98, 76, 100, 85, 87, 2216498, 9 
squat, 32, 64, 100, 100, 20, 10, 16, 13, 13, 0, 0, 100, 100, 100, 79, 100, 86, 86, 2217503, 10 
squat, 35, 73, 100, 100, 19, 8, 8, 16, 18, 0, 0, 100, 100, 100, 78, 100, 86, 96, 2218509, 11 
squat, 26, 38, 76, 39, 22, 19, 11, 10, 13, 0, 0, 100, 100, 100, 91, 100, 85, 93, 2219559, 12 
squat, 25, 26, 91, 62, 18, 8, 12, 6, 18, 0, 0, 100, 100, 100, 95, 100, 89, 100, 2220568, 13 
squat, 36, 36, 86, 57, 17, 16, 22, 17, 21, 0, 0, 100, 100, 100, 100, 100, 92, 99, 2221623, 14 
squat, 41, 38, 90, 52, 15, 13, 16, 14, 13, 0, 0, 100, 100, 100, 100, 100, 93, 95, 2222638, 15 
squat, 28, 51, 78, 42, 12, 11, 20, 17, 17, 0, 0, 100, 100, 100, 100, 100, 100, 96, 2223695, 16 
squat, 30, 29, 100, 68, 15, 6, 16, 16, 10, 0, 0, 100, 100, 100, 100, 100, 100, 92, 2224753, 17 
squat, 34, 81, 100, 100, 19, 11, 15, 22, 11, 0, 0, 100, 100, 100, 100, 100, 100, 88, 2225773, 18 
squat, 27, 47, 100, 59, 18, 16, 21, 24, 13, 0, 0, 100, 100, 100, 100, 100, 100, 83, 2226833, 19 
squat, 30, 32, 38, 38, 23, 27, 10, 13, 9, 0, 0, 100, 100, 100, 100, 100, 100, 88, 2227854, 20 
squat, 32, 46, 91, 49, 13, 21, 38, 27, 16, 0, 0, 100, 100, 100, 100, 100, 100, 88, 2228921, 21 
squat, 33, 30, 25, 24, 11, 11, 9, 14, 12, 0, 0, 100, 100, 100, 100, 100, 100, 89, 2229992, 22 
squat, 31, 53, 88, 28, 19, 12, 5, 4, 10, 0, 0, 100, 100, 100, 100, 100, 100, 87, 2231066, 23 
squat, 31, 84, 100, 95, 11, 11, 13, 10, 18, 0, 0, 100, 100, 100, 100, 100, 100, 93, 2232101, 24 
