CATEGORY, MOVE_1, MOVE_2, MOVE_3, MOVE_4, MOVE_5, MOVE_6, MOVE_7, MOVE_8, MOVE_9, STAT_1, STAT_2, STAT_3, STAT_4, STAT_5, STAT_6, STAT_7, STAT_8, STAT_9, TIME, ID 
run, 40, 28, 71, 44, 20, 11, 9, 6, 7, 0, 0, 100, 100, 100, 94, 78, 89, 57, 1075543, 1 
run, 27, 25, 100, 99, 29, 13, 11, 11, 5, 0, 0, 100, 100, 100, 84, 69, 59, 34, 1076625, 2 
run, 26, 17, 65, 52, 5, 12, 16, 9, 6, 0, 0, 100, 100, 100, 84, 73, 67, 40, 1077746, 3 
run, 40, 32, 100, 100, 21, 7, 8, 4, 2, 0, 0, 100, 100, 100, 71, 74, 71, 41, 1078829, 4 
run, 33, 38, 81, 59, 14, 9, 11, 23, 12, 0, 0, 100, 100, 100, 68, 75, 81, 41, 1079914, 5 
run, 43, 21, 30, 34, 26, 23, 7, 16, 10, 0, 0, 100, 100, 100, 71, 73, 87, 49, 1081001, 6 
run, 36, 27, 26, 18, 23, 19, 14, 21, 2, 0, 0, 100, 100, 100, 69, 71, 97, 51, 1082008, 7 
run, 37, 21, 62, 81, 43, 10, 12, 17, 8, 0, 0, 100, 100, 100, 77, 78, 100, 61, 1083111, 8 
run, 36, 31, 80, 68, 16, 9, 9, 2, 6, 0, 0, 100, 100, 100, 79, 84, 100, 63, 1084176, 9 
run, 39, 31, 100, 100, 46, 14, 7, 21, 8, 0, 0, 100, 100, 100, 75, 84, 99, 61, 1085192, 10 
run, 29, 36, 100, 100, 30, 8, 11, 2, 6, 0, 0, 100, 100, 100, 76, 84, 100, 55, 1086199, 11 
run, 24, 14, 79, 84, 32, 12, 8, 6, 2, 0, 0, 100, 100, 100, 72, 79, 99, 47, 1087267, 12 
run, 30, 37, 100, 96, 18, 8, 7, 3, 9, 0, 0, 100, 100, 100, 72, 77, 95, 47, 1088376, 13 
run, 29, 30, 75, 57, 24, 18, 15, 21, 9, 0, 0, 100, 100, 100, 77, 80, 90, 47, 1089446, 14 
run, 24, 31, 53, 49, 34, 28, 7, 2, 9, 0, 0, 100, 100, 100, 81, 83, 94, 47, 1090561, 15 
run, 32, 38, 74, 65, 7, 15, 28, 15, 10, 0, 0, 100, 100, 100, 82, 88, 92, 47, 1091637, 16 
run, 28, 27, 100, 100, 40, 20, 17, 12, 7, 0, 0, 100, 100, 100, 87, 87, 90, 45, 1092757, 17 
run, 31, 43, 100, 100, 29, 17, 12, 9, 3, 0, 0, 100, 100, 100, 87, 86, 78, 42, 1093873, 18 
run, 31, 32, 100, 100, 36, 5, 5, 8, 7, 0, 0, 100, 100, 100, 81, 92, 79, 42, 1094954, 19 
run, 36, 32, 100, 92, 18, 22, 15, 14, 11, 0, 0, 100, 100, 100, 81, 100, 99, 44, 1096076, 20 
run, 43, 32, 48, 30, 19, 17, 21, 22, 14, 0, 0, 100, 100, 100, 78, 100, 100, 56, 1097157, 21 
run, 25, 37, 93, 87, 36, 16, 10, 10, 3, 0, 0, 100, 100, 100, 77, 100, 100, 58, 1098279, 22 
run, 33, 38, 100, 100, 30, 22, 11, 2, 8, 0, 0, 100, 100, 100, 87, 100, 100, 58, 1099406, 23 
run, 31, 35, 100, 77, 13, 10, 14, 12, 7, 0, 0, 100, 100, 100, 91, 93, 100, 53, 1100532, 24 
run, 35, 44, 100, 89, 31, 13, 11, 8, 9, 0, 0, 100, 100, 100, 97, 86, 88, 47, 1101623, 25 
run, 27, 36, 100, 100, 22, 12, 22, 17, 2, 0, 0, 100, 100, 100, 95, 77, 81, 47, 1102627, 26 
