CATEGORY, MOVE_1, MOVE_2, MOVE_3, MOVE_4, MOVE_5, MOVE_6, MOVE_7, MOVE_8, MOVE_9, STAT_1, STAT_2, STAT_3, STAT_4, STAT_5, STAT_6, STAT_7, STAT_8, STAT_9, TIME, ID 
empty, 0, 100, 91, 38, 20, 18, 9, 4, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16340, 1 
empty, 0, 25, 4, 5, 3, 3, 2, 5, 4, 0, 0, 49, 40, 28, 22, 19, 10, 10, 17379, 2 
empty, 0, 25, 3, 5, 3, 5, 6, 8, 4, 0, 0, 52, 46, 29, 19, 14, 9, 10, 18513, 3 
empty, 0, 19, 5, 11, 4, 8, 3, 7, 5, 0, 0, 52, 48, 33, 22, 15, 12, 10, 19649, 4 
empty, 0, 28, 22, 13, 8, 9, 9, 5, 1, 0, 0, 59, 51, 30, 22, 16, 14, 13, 20650, 5 
empty, 0, 28, 11, 19, 11, 7, 6, 4, 3, 0, 0, 62, 58, 35, 24, 17, 15, 14, 21693, 6 
empty, 0, 29, 11, 6, 9, 9, 7, 9, 7, 0, 0, 68, 60, 34, 24, 16, 16, 16, 22696, 7 
empty, 0, 39, 18, 10, 2, 7, 4, 3, 6, 0, 0, 88, 69, 32, 22, 16, 14, 15, 23700, 8 
empty, 0, 29, 7, 4, 6, 1, 5, 3, 5, 0, 0, 97, 74, 35, 23, 15, 13, 13, 24747, 9 
empty, 0, 26, 9, 15, 7, 4, 5, 3, 4, 0, 0, 100, 72, 37, 25, 16, 12, 13, 25754, 10 
empty, 0, 29, 13, 12, 9, 5, 3, 5, 5, 0, 0, 100, 70, 37, 26, 15, 10, 12, 26761, 11 
empty, 0, 37, 15, 5, 3, 2, 4, 2, 3, 0, 0, 77, 62, 39, 27, 16, 10, 11, 27808, 12 
empty, 0, 36, 8, 6, 3, 6, 4, 3, 2, 0, 0, 65, 55, 38, 26, 16, 11, 12, 28813, 13 
empty, 0, 28, 6, 14, 9, 3, 3, 5, 5, 0, 0, 60, 56, 37, 22, 15, 13, 11, 29863, 14 
empty, 0, 27, 7, 6, 4, 3, 5, 5, 6, 0, 0, 61, 50, 35, 22, 16, 14, 12, 30871, 15 
empty, 0, 28, 3, 6, 6, 6, 9, 5, 6, 0, 0, 51, 49, 32, 23, 16, 16, 13, 31923, 16 
empty, 0, 32, 5, 7, 5, 12, 4, 4, 7, 0, 0, 48, 47, 30, 24, 16, 16, 13, 32936, 17 
empty, 0, 24, 17, 9, 4, 6, 2, 3, 5, 0, 0, 59, 45, 28, 25, 17, 15, 12, 34000, 18 
empty, 0, 19, 7, 4, 6, 3, 6, 5, 8, 0, 0, 53, 42, 30, 24, 16, 14, 11, 35010, 19 
empty, 0, 31, 5, 8, 5, 6, 2, 3, 6, 0, 0, 64, 48, 33, 25, 15, 11, 10, 36070, 20 
empty, 0, 40, 8, 5, 2, 6, 2, 1, 6, 0, 0, 72, 51, 31, 25, 15, 10, 8, 37088, 21 
empty, 0, 31, 9, 8, 8, 2, 5, 4, 4, 0, 0, 60, 46, 26, 22, 13, 9, 7, 38202, 22 
