CATEGORY, MOVE_1, MOVE_2, MOVE_3, MOVE_4, MOVE_5, MOVE_6, MOVE_7, MOVE_8, MOVE_9, STAT_1, STAT_2, STAT_3, STAT_4, STAT_5, STAT_6, STAT_7, STAT_8, STAT_9, TIME, ID 
stand, 23, 22, 87, 91, 31, 14, 10, 10, 7, 0, 0, 100, 100, 100, 100, 96, 92, 49, 915071, 39 
stand, 35, 23, 22, 27, 23, 6, 7, 5, 6, 0, 0, 100, 100, 100, 98, 83, 88, 50, 916124, 40 
stand, 49, 28, 14, 26, 25, 16, 11, 7, 6, 0, 0, 100, 100, 100, 86, 63, 69, 44, 917177, 41 
stand, 32, 25, 100, 88, 13, 2, 12, 7, 3, 0, 0, 100, 100, 100, 73, 59, 61, 38, 918234, 42 
stand, 35, 29, 62, 55, 5, 9, 7, 3, 3, 0, 0, 100, 100, 100, 58, 53, 47, 31, 919332, 43 
stand, 43, 27, 25, 52, 28, 5, 12, 10, 4, 0, 0, 100, 100, 100, 66, 54, 38, 32, 920391, 44 
stand, 32, 26, 62, 55, 36, 17, 3, 6, 4, 0, 0, 100, 100, 100, 79, 50, 41, 36, 921453, 45 
stand, 41, 36, 59, 69, 33, 6, 14, 10, 4, 0, 0, 100, 100, 100, 80, 50, 42, 36, 922559, 46 
stand, 35, 28, 71, 65, 12, 19, 10, 9, 5, 0, 0, 100, 100, 100, 90, 57, 50, 36, 923666, 47 
stand, 22, 23, 71, 50, 10, 5, 13, 12, 5, 0, 0, 100, 100, 100, 98, 58, 54, 39, 924738, 48 
stand, 43, 44, 48, 2, 19, 9, 7, 10, 9, 0, 0, 100, 100, 100, 83, 60, 54, 39, 925810, 49 
stand, 30, 25, 45, 28, 7, 7, 8, 6, 4, 0, 0, 100, 100, 100, 87, 58, 52, 41, 926923, 50 
stand, 34, 30, 56, 48, 16, 10, 5, 8, 2, 0, 0, 100, 100, 100, 74, 62, 56, 39, 927998, 51 
stand, 33, 26, 27, 33, 29, 10, 4, 1, 2, 0, 0, 100, 100, 100, 67, 71, 61, 40, 929032, 52 
stand, 26, 24, 19, 37, 23, 11, 9, 7, 5, 0, 0, 100, 100, 100, 70, 67, 65, 38, 930109, 53 
stand, 28, 24, 14, 28, 22, 8, 8, 4, 8, 0, 0, 100, 100, 100, 72, 61, 62, 33, 931229, 54 
stand, 35, 30, 30, 27, 27, 7, 12, 5, 8, 0, 0, 100, 100, 100, 96, 52, 50, 34, 932317, 55 
stand, 25, 21, 55, 62, 28, 14, 4, 7, 4, 0, 0, 100, 100, 100, 100, 57, 49, 30, 933438, 56 
stand, 28, 36, 100, 84, 38, 5, 11, 7, 4, 0, 0, 100, 100, 100, 100, 64, 50, 27, 934523, 57 
stand, 37, 29, 53, 44, 11, 10, 10, 12, 4, 0, 0, 100, 100, 100, 83, 61, 48, 23, 935648, 58 
stand, 26, 23, 16, 20, 26, 13, 3, 10, 1, 0, 0, 100, 100, 100, 72, 59, 51, 25, 936772, 59 
stand, 22, 17, 14, 8, 8, 6, 7, 10, 6, 0, 0, 100, 100, 100, 76, 59, 54, 29, 937860, 60 
