CATEGORY, MOVE_1, MOVE_2, MOVE_3, MOVE_4, MOVE_5, MOVE_6, MOVE_7, MOVE_8, MOVE_9, STAT_1, STAT_2, STAT_3, STAT_4, STAT_5, STAT_6, STAT_7, STAT_8, STAT_9, TIME, ID 
empty, 13, 28, 10, 6, 4, 1, 6, 2, 6, 0, 0, 44, 26, 21, 18, 12, 9, 7, 154184, 1 
empty, 12, 21, 3, 6, 5, 3, 6, 4, 2, 0, 0, 62, 29, 20, 17, 8, 8, 5, 155196, 2 
empty, 13, 24, 7, 7, 2, 2, 7, 2, 2, 0, 0, 62, 27, 19, 16, 8, 8, 5, 156251, 3 
empty, 13, 24, 11, 12, 8, 3, 4, 2, 3, 0, 0, 60, 32, 21, 16, 8, 10, 7, 157266, 4 
empty, 12, 22, 20, 9, 2, 2, 8, 2, 3, 0, 0, 56, 37, 19, 17, 10, 10, 8, 158283, 5 
empty, 17, 21, 6, 5, 5, 6, 5, 3, 4, 0, 0, 57, 47, 23, 21, 14, 11, 11, 159300, 6 
empty, 11, 21, 7, 4, 5, 4, 7, 2, 8, 0, 0, 51, 45, 23, 22, 14, 13, 12, 160361, 7 
empty, 13, 27, 9, 6, 4, 1, 5, 4, 8, 0, 0, 46, 43, 21, 17, 14, 12, 12, 161382, 8 
empty, 15, 25, 10, 9, 9, 6, 7, 6, 6, 0, 0, 41, 45, 25, 17, 14, 12, 11, 162404, 9 
empty, 16, 25, 8, 14, 9, 6, 4, 3, 5, 0, 0, 40, 47, 27, 18, 13, 12, 10, 163469, 10 
empty, 16, 29, 13, 8, 5, 9, 5, 3, 7, 0, 0, 44, 51, 29, 19, 15, 11, 10, 164493, 11 
empty, 14, 24, 4, 6, 6, 3, 7, 2, 5, 0, 0, 40, 51, 29, 20, 13, 10, 10, 165560, 12 
empty, 14, 23, 6, 3, 4, 3, 7, 4, 2, 0, 0, 38, 41, 28, 20, 13, 11, 11, 166586, 13 
empty, 20, 26, 12, 7, 1, 4, 7, 2, 6, 0, 0, 41, 38, 27, 16, 12, 11, 11, 167649, 14 
empty, 14, 27, 12, 2, 3, 4, 9, 1, 2, 0, 0, 37, 41, 33, 18, 12, 14, 11, 168674, 15 
empty, 19, 21, 3, 5, 11, 2, 4, 1, 3, 0, 0, 41, 41, 36, 19, 15, 13, 11, 169740, 16 
empty, 20, 24, 5, 9, 2, 2, 5, 4, 4, 0, 0, 44, 50, 41, 20, 14, 12, 8, 170767, 17 
empty, 13, 21, 5, 3, 8, 7, 9, 2, 6, 0, 0, 40, 44, 41, 24, 14, 13, 8, 171847, 18 
empty, 21, 28, 3, 6, 8, 7, 4, 2, 7, 0, 0, 39, 40, 35, 24, 12, 12, 9, 172925, 19 
empty, 20, 24, 8, 9, 5, 3, 6, 5, 5, 0, 0, 33, 37, 31, 28, 15, 13, 9, 173963, 20 
empty, 31, 31, 5, 8, 4, 3, 4, 2, 7, 0, 0, 32, 37, 30, 29, 15, 13, 10, 174984, 21 
empty, 28, 18, 5, 2, 6, 7, 4, 3, 5, 0, 0, 38, 36, 28, 25, 15, 11, 8, 176066, 22 
empty, 16, 23, 8, 9, 5, 2, 5, 2, 6, 0, 0, 50, 34, 25, 26, 15, 10, 8, 177147, 23 
empty, 25, 26, 16, 11, 7, 4, 6, 2, 4, 0, 0, 61, 36, 21, 20, 11, 9, 9, 178191, 24 
empty, 22, 21, 4, 4, 4, 1, 4, 2, 5, 0, 0, 71, 37, 18, 19, 11, 9, 9, 179220, 25 
empty, 26, 28, 6, 2, 2, 2, 4, 3, 7, 0, 0, 63, 34, 14, 16, 9, 7, 10, 180325, 26 
empty, 26, 31, 13, 7, 4, 5, 6, 1, 2, 0, 0, 68, 34, 14, 16, 9, 7, 9, 181418, 27 
empty, 26, 25, 10, 4, 5, 5, 7, 1, 9, 0, 0, 82, 43, 18, 18, 11, 9, 10, 182513, 28 
empty, 22, 24, 6, 9, 7, 2, 6, 3, 8, 0, 0, 83, 45, 21, 20, 13, 10, 10, 183605, 29 
empty, 22, 26, 9, 12, 8, 8, 4, 3, 7, 0, 0, 83, 53, 24, 20, 14, 10, 10, 184701, 30 
empty, 28, 28, 8, 4, 4, 5, 6, 3, 4, 0, 0, 75, 62, 28, 19, 14, 11, 11, 185758, 31 
empty, 23, 24, 13, 10, 5, 3, 8, 2, 5, 0, 0, 59, 54, 26, 18, 14, 12, 11, 186856, 32 
empty, 29, 28, 8, 6, 7, 4, 7, 2, 4, 0, 0, 51, 57, 31, 20, 12, 12, 11, 187957, 33 
empty, 23, 24, 11, 4, 8, 4, 5, 2, 3, 0, 0, 56, 54, 28, 20, 10, 11, 11, 189054, 34 
empty, 36, 36, 17, 11, 3, 4, 4, 3, 6, 0, 0, 55, 51, 30, 20, 10, 10, 11, 190154, 35 
empty, 24, 25, 7, 6, 9, 5, 5, 2, 4, 0, 0, 53, 43, 26, 17, 9, 9, 10, 191254, 36 
empty, 21, 23, 9, 5, 5, 2, 7, 2, 7, 0, 0, 46, 43, 24, 19, 11, 11, 10, 192362, 37 
empty, 30, 25, 3, 4, 4, 4, 6, 2, 5, 0, 0, 52, 36, 21, 19, 11, 12, 10, 193471, 38 
empty, 25, 27, 5, 8, 6, 5, 5, 1, 3, 0, 0, 69, 36, 18, 21, 13, 11, 9, 194583, 39 
empty, 33, 32, 8, 7, 7, 2, 7, 3, 7, 0, 0, 82, 37, 18, 20, 13, 10, 8, 195697, 40 
empty, 34, 29, 15, 12, 6, 4, 2, 2, 2, 0, 0, 99, 52, 20, 19, 13, 11, 9, 196810, 41 
empty, 37, 33, 6, 9, 2, 3, 6, 4, 4, 0, 0, 83, 56, 23, 18, 13, 12, 9, 197927, 42 
empty, 31, 23, 5, 4, 6, 2, 3, 2, 4, 0, 0, 67, 52, 25, 16, 14, 13, 10, 199047, 43 
empty, 36, 25, 6, 2, 2, 2, 6, 2, 6, 0, 0, 59, 50, 26, 14, 12, 11, 11, 200168, 44 
empty, 30, 25, 10, 6, 2, 5, 4, 2, 6, 0, 0, 44, 42, 24, 14, 10, 8, 9, 201291, 45 
empty, 33, 24, 11, 7, 5, 7, 2, 3, 5, 0, 0, 45, 41, 24, 14, 10, 7, 8, 202312, 46 
empty, 40, 30, 10, 8, 2, 3, 10, 2, 2, 0, 0, 55, 40, 23, 19, 12, 8, 7, 203430, 47 
empty, 30, 24, 8, 9, 5, 2, 4, 4, 3, 0, 0, 67, 45, 25, 20, 14, 10, 8, 204551, 48 
empty, 36, 27, 4, 3, 2, 1, 7, 3, 3, 0, 0, 66, 49, 28, 21, 15, 12, 8, 205674, 49 
empty, 37, 35, 15, 7, 3, 6, 5, 3, 3, 0, 0, 66, 53, 27, 19, 16, 13, 8, 206796, 50 
empty, 32, 24, 7, 6, 3, 5, 6, 1, 4, 0, 0, 67, 52, 28, 16, 15, 13, 8, 207829, 51 
empty, 25, 18, 7, 4, 5, 6, 9, 3, 5, 0, 0, 63, 48, 27, 17, 14, 10, 7, 208861, 52 
empty, 23, 21, 4, 10, 11, 1, 7, 2, 7, 0, 0, 57, 43, 26, 16, 13, 11, 8, 209994, 53 
empty, 35, 28, 24, 10, 7, 5, 10, 4, 4, 0, 0, 54, 44, 26, 17, 13, 10, 8, 211028, 54 
empty, 24, 22, 10, 6, 2, 4, 3, 2, 2, 0, 0, 48, 44, 27, 19, 13, 10, 10, 212031, 55 
empty, 36, 26, 10, 8, 5, 4, 2, 2, 7, 0, 0, 47, 44, 25, 19, 15, 9, 9, 213167, 56 
empty, 30, 27, 12, 6, 3, 3, 6, 1, 6, 0, 0, 57, 44, 21, 18, 15, 9, 9, 214209, 57 
empty, 36, 25, 3, 5, 7, 4, 5, 3, 6, 0, 0, 79, 51, 20, 18, 17, 9, 10, 215210, 58 
empty, 58, 43, 11, 6, 4, 3, 6, 3, 8, 0, 0, 88, 54, 21, 16, 16, 10, 11, 216255, 59 
empty, 23, 24, 14, 7, 6, 4, 9, 2, 5, 0, 0, 93, 51, 21, 16, 14, 10, 11, 217263, 60 
