CATEGORY, MOVE_1, MOVE_2, MOVE_3, MOVE_4, MOVE_5, MOVE_6, MOVE_7, MOVE_8, MOVE_9, STAT_1, STAT_2, STAT_3, STAT_4, STAT_5, STAT_6, STAT_7, STAT_8, STAT_9, TIME, ID 
jump, 30, 24, 46, 38, 15, 9, 19, 12, 10, 0, 0, 100, 100, 100, 82, 83, 100, 84, 1364381, 1 
jump, 26, 45, 100, 100, 42, 18, 11, 8, 15, 0, 0, 100, 100, 100, 91, 63, 64, 66, 1365390, 2 
jump, 55, 21, 100, 77, 57, 27, 14, 11, 13, 0, 0, 100, 100, 100, 100, 78, 66, 74, 1366489, 3 
jump, 28, 30, 79, 63, 11, 15, 5, 8, 16, 0, 0, 100, 100, 100, 100, 83, 72, 87, 1367591, 4 
jump, 30, 48, 100, 79, 30, 29, 14, 11, 5, 0, 0, 100, 100, 100, 100, 81, 81, 90, 1368694, 5 
jump, 35, 21, 73, 60, 30, 20, 17, 20, 7, 0, 0, 100, 100, 100, 100, 72, 73, 87, 1369708, 6 
jump, 32, 31, 78, 74, 30, 20, 21, 13, 14, 0, 0, 100, 100, 100, 100, 71, 75, 93, 1370814, 7 
jump, 29, 45, 100, 97, 37, 24, 12, 4, 5, 0, 0, 100, 100, 100, 100, 78, 83, 100, 1371921, 8 
jump, 31, 25, 100, 71, 32, 34, 17, 13, 12, 0, 0, 100, 100, 100, 100, 84, 91, 100, 1372939, 9 
jump, 29, 26, 87, 71, 7, 6, 1, 2, 17, 0, 0, 100, 100, 100, 100, 90, 100, 100, 1374049, 10 
jump, 22, 20, 43, 68, 34, 9, 18, 10, 1, 0, 0, 100, 100, 100, 100, 86, 100, 100, 1375069, 11 
jump, 37, 23, 100, 100, 39, 17, 10, 5, 18, 0, 0, 100, 100, 100, 100, 98, 100, 87, 1376179, 12 
jump, 20, 33, 100, 100, 41, 26, 26, 12, 18, 0, 0, 100, 100, 100, 97, 99, 100, 85, 1377292, 13 
jump, 24, 26, 86, 67, 15, 20, 12, 10, 10, 0, 0, 100, 100, 100, 97, 96, 100, 86, 1378321, 14 
jump, 30, 22, 76, 100, 32, 10, 29, 23, 6, 0, 0, 100, 100, 100, 85, 99, 94, 86, 1379350, 15 
jump, 29, 21, 84, 84, 35, 16, 10, 9, 7, 0, 0, 100, 100, 100, 78, 92, 80, 86, 1380471, 16 
jump, 25, 21, 44, 78, 32, 7, 9, 9, 18, 0, 0, 100, 100, 100, 83, 94, 84, 91, 1381503, 17 
jump, 35, 39, 100, 100, 31, 16, 10, 2, 12, 0, 0, 100, 100, 100, 96, 100, 100, 86, 1382627, 18 
jump, 51, 32, 98, 30, 20, 14, 21, 18, 16, 0, 0, 100, 100, 100, 96, 100, 100, 88, 1383664, 19 
jump, 36, 51, 100, 100, 12, 16, 17, 6, 17, 0, 0, 100, 100, 100, 92, 100, 100, 86, 1384700, 20 
jump, 32, 25, 100, 68, 36, 27, 15, 10, 11, 0, 0, 100, 100, 100, 94, 100, 87, 81, 1385827, 21 
jump, 25, 24, 100, 78, 25, 16, 10, 6, 14, 0, 0, 100, 100, 100, 96, 97, 77, 83, 1386875, 22 
jump, 37, 27, 36, 43, 14, 12, 10, 11, 17, 0, 0, 100, 100, 100, 100, 93, 72, 84, 1387922, 23 
jump, 29, 19, 71, 58, 18, 7, 13, 17, 11, 0, 0, 100, 100, 100, 100, 82, 71, 91, 1388929, 24 
jump, 34, 34, 67, 52, 66, 27, 9, 7, 21, 0, 0, 100, 100, 100, 100, 72, 71, 96, 1389983, 25 
jump, 30, 26, 58, 95, 48, 26, 21, 10, 15, 0, 0, 100, 100, 100, 100, 81, 86, 99, 1391037, 26 
jump, 39, 38, 100, 100, 48, 16, 7, 9, 19, 0, 0, 100, 100, 100, 100, 75, 91, 98, 1392094, 27 
jump, 35, 20, 100, 100, 39, 26, 11, 17, 25, 0, 0, 100, 100, 100, 100, 82, 93, 98, 1393152, 28 
jump, 32, 24, 99, 74, 18, 14, 14, 11, 16, 0, 0, 100, 100, 100, 100, 98, 100, 84, 1394209, 29 
jump, 24, 34, 100, 88, 28, 14, 22, 14, 11, 0, 0, 100, 100, 100, 100, 95, 100, 79, 1395230, 30 
jump, 44, 30, 28, 43, 17, 22, 16, 25, 5, 0, 0, 100, 100, 100, 100, 94, 100, 72, 1396293, 31 
jump, 28, 29, 67, 58, 28, 29, 12, 13, 7, 0, 0, 100, 100, 100, 100, 94, 100, 68, 1397360, 32 
jump, 43, 57, 100, 100, 46, 22, 3, 11, 19, 0, 0, 100, 100, 100, 98, 94, 100, 80, 1398428, 33 
jump, 38, 20, 39, 59, 45, 18, 22, 16, 17, 0, 0, 100, 100, 100, 100, 94, 100, 88, 1399497, 34 
jump, 33, 42, 88, 62, 24, 15, 37, 36, 5, 0, 0, 100, 100, 100, 100, 95, 100, 91, 1400571, 35 
jump, 32, 35, 61, 45, 26, 21, 8, 11, 20, 0, 0, 100, 100, 100, 100, 96, 100, 100, 1401642, 36 
jump, 40, 31, 77, 87, 66, 31, 14, 12, 15, 0, 0, 100, 100, 100, 100, 99, 92, 91, 1402714, 37 
jump, 44, 29, 67, 66, 35, 17, 5, 8, 8, 0, 0, 100, 100, 100, 100, 100, 99, 84, 1403790, 38 
jump, 37, 56, 100, 100, 28, 10, 11, 5, 13, 0, 0, 100, 100, 100, 100, 100, 100, 84, 1404909, 39 
jump, 33, 47, 100, 100, 76, 16, 11, 9, 13, 0, 0, 100, 100, 100, 98, 100, 100, 80, 1405986, 40 
jump, 30, 30, 100, 100, 16, 10, 8, 10, 10, 0, 0, 100, 100, 100, 91, 98, 100, 90, 1407067, 41 
jump, 35, 51, 100, 100, 32, 22, 23, 25, 10, 0, 0, 100, 100, 100, 100, 86, 95, 100, 1408150, 42 
jump, 23, 32, 93, 100, 58, 14, 21, 17, 8, 0, 0, 100, 100, 100, 100, 94, 100, 100, 1409235, 43 
jump, 30, 33, 56, 52, 30, 16, 21, 24, 25, 0, 0, 100, 100, 100, 100, 95, 100, 100, 1410268, 44 
jump, 24, 29, 97, 87, 21, 21, 15, 12, 11, 0, 0, 100, 100, 100, 100, 100, 100, 90, 1411359, 45 
jump, 25, 26, 81, 63, 26, 9, 21, 20, 16, 0, 0, 100, 100, 100, 100, 100, 100, 83, 1412451, 46 
jump, 28, 31, 32, 46, 15, 15, 6, 10, 3, 0, 0, 100, 100, 100, 100, 100, 100, 79, 1413452, 47 
