CATEGORY, MOVE_1, MOVE_2, MOVE_3, MOVE_4, MOVE_5, MOVE_6, MOVE_7, MOVE_8, MOVE_9, STAT_1, STAT_2, STAT_3, STAT_4, STAT_5, STAT_6, STAT_7, STAT_8, STAT_9, TIME, ID 
empty, 41, 32, 7, 5, 2, 3, 5, 2, 6, 0, 0, 51, 36, 24, 23, 12, 9, 7, 269659, 43 
empty, 31, 26, 20, 5, 6, 5, 7, 2, 4, 0, 0, 57, 38, 25, 23, 12, 10, 7, 270787, 44 
empty, 30, 23, 4, 6, 7, 7, 8, 3, 7, 0, 0, 58, 34, 30, 28, 13, 11, 8, 271916, 45 
empty, 33, 26, 2, 5, 5, 6, 2, 3, 4, 0, 0, 57, 38, 29, 26, 14, 12, 8, 273046, 46 
empty, 30, 23, 15, 10, 7, 2, 5, 4, 7, 0, 0, 54, 44, 29, 22, 13, 11, 8, 274179, 47 
empty, 52, 34, 8, 6, 2, 2, 6, 1, 4, 0, 0, 48, 55, 31, 20, 14, 11, 7, 275212, 48 
empty, 33, 27, 11, 8, 3, 4, 5, 2, 6, 0, 0, 58, 58, 31, 17, 12, 10, 8, 276348, 49 
empty, 16, 12, 5, 3, 6, 1, 4, 1, 7, 0, 0, 57, 54, 31, 16, 12, 10, 9, 277382, 50 
empty, 43, 33, 13, 11, 5, 8, 7, 5, 2, 0, 0, 57, 44, 28, 18, 13, 11, 9, 278519, 51 
empty, 38, 30, 13, 3, 2, 3, 3, 2, 3, 0, 0, 61, 37, 25, 18, 11, 10, 9, 279570, 52 
empty, 41, 31, 8, 9, 5, 3, 5, 3, 2, 0, 0, 59, 38, 23, 18, 12, 12, 8, 280654, 53 
empty, 28, 21, 7, 4, 6, 6, 6, 3, 4, 0, 0, 65, 39, 23, 19, 11, 11, 9, 281699, 54 
empty, 30, 24, 10, 7, 8, 10, 3, 5, 3, 0, 0, 69, 36, 19, 18, 10, 11, 9, 282742, 55 
empty, 43, 31, 9, 3, 8, 4, 7, 2, 4, 0, 0, 61, 33, 16, 15, 11, 12, 9, 283748, 56 
empty, 41, 31, 5, 2, 3, 2, 8, 1, 2, 0, 0, 69, 26, 17, 15, 10, 12, 10, 284793, 57 
empty, 26, 24, 10, 8, 7, 5, 6, 5, 3, 0, 0, 69, 31, 21, 17, 11, 12, 10, 285799, 58 
empty, 34, 27, 8, 3, 7, 5, 4, 2, 4, 0, 0, 67, 32, 23, 17, 14, 12, 10, 286850, 59 
empty, 36, 28, 13, 11, 3, 6, 5, 2, 4, 0, 0, 77, 35, 22, 17, 11, 9, 9, 287864, 60 
