CATEGORY, MOVE_1, MOVE_2, MOVE_3, MOVE_4, MOVE_5, MOVE_6, MOVE_7, MOVE_8, MOVE_9, STAT_1, STAT_2, STAT_3, STAT_4, STAT_5, STAT_6, STAT_7, STAT_8, STAT_9, TIME, ID 
squat, 38, 37, 55, 43, 28, 16, 7, 14, 2, 0, 0, 100, 100, 100, 100, 100, 100, 100, 2391651, 22 
squat, 45, 35, 35, 22, 9, 20, 31, 33, 8, 0, 0, 100, 100, 100, 100, 100, 100, 100, 2392720, 23 
squat, 24, 26, 50, 57, 24, 9, 14, 11, 16, 0, 0, 100, 100, 100, 100, 100, 100, 100, 2393793, 24 
squat, 28, 25, 46, 41, 27, 21, 36, 41, 9, 0, 0, 100, 100, 100, 100, 100, 100, 100, 2394827, 25 
squat, 33, 27, 23, 32, 40, 15, 10, 14, 15, 0, 0, 100, 100, 100, 100, 100, 100, 100, 2395899, 26 
squat, 34, 36, 100, 88, 15, 10, 13, 6, 13, 0, 0, 100, 100, 100, 100, 100, 100, 100, 2396976, 27 
squat, 32, 25, 69, 62, 36, 28, 24, 12, 14, 0, 0, 100, 100, 100, 100, 100, 100, 100, 2398055, 28 
squat, 41, 46, 83, 43, 14, 27, 13, 8, 5, 0, 0, 100, 100, 100, 100, 100, 100, 100, 2399131, 29 
squat, 35, 24, 38, 19, 18, 27, 35, 16, 26, 0, 0, 100, 100, 100, 100, 100, 100, 100, 2400212, 30 
squat, 29, 39, 100, 85, 27, 40, 35, 32, 35, 0, 0, 100, 100, 100, 100, 100, 100, 100, 2401300, 31 
squat, 43, 37, 46, 19, 24, 15, 6, 9, 5, 0, 0, 100, 100, 100, 100, 100, 100, 100, 2402417, 32 
squat, 32, 35, 60, 59, 18, 11, 5, 6, 14, 0, 0, 100, 100, 100, 100, 100, 100, 97, 2403504, 33 
squat, 32, 31, 72, 65, 25, 6, 21, 31, 14, 0, 0, 100, 100, 100, 95, 100, 100, 88, 2404591, 34 
squat, 33, 44, 100, 64, 15, 18, 17, 16, 18, 0, 0, 100, 100, 100, 86, 100, 100, 78, 2405626, 35 
squat, 34, 31, 50, 46, 16, 8, 8, 15, 13, 0, 0, 100, 100, 100, 90, 100, 100, 77, 2406719, 36 
squat, 37, 30, 75, 31, 8, 19, 7, 10, 15, 0, 0, 100, 100, 100, 100, 100, 100, 80, 2407812, 37 
squat, 32, 22, 67, 35, 19, 16, 6, 14, 13, 0, 0, 100, 100, 100, 100, 100, 100, 76, 2408824, 38 
squat, 34, 35, 100, 79, 27, 14, 6, 9, 13, 0, 0, 100, 100, 100, 100, 100, 100, 81, 2409929, 39 
squat, 28, 20, 24, 37, 17, 15, 6, 14, 2, 0, 0, 100, 100, 99, 100, 100, 100, 84, 2411203, 40 
squat, 36, 25, 30, 24, 14, 19, 19, 12, 8, 0, 0, 100, 100, 100, 100, 100, 100, 84, 2412258, 41 
squat, 32, 30, 14, 22, 18, 30, 9, 19, 13, 0, 0, 100, 100, 100, 100, 100, 100, 84, 2413324, 42 
squat, 28, 34, 53, 40, 37, 24, 4, 4, 5, 0, 0, 100, 100, 100, 100, 100, 100, 81, 2414380, 43 
squat, 25, 69, 100, 100, 19, 4, 14, 14, 15, 0, 0, 100, 100, 100, 99, 100, 100, 80, 2415399, 44 
squat, 23, 35, 65, 33, 10, 15, 13, 10, 13, 0, 0, 100, 100, 100, 95, 100, 100, 86, 2416514, 45 
squat, 27, 29, 24, 12, 7, 12, 14, 5, 15, 0, 0, 100, 100, 100, 89, 100, 100, 85, 2417633, 46 
squat, 30, 48, 77, 35, 10, 15, 22, 18, 7, 0, 0, 100, 100, 100, 88, 100, 100, 80, 2418657, 47 
squat, 41, 30, 17, 17, 13, 16, 14, 7, 9, 0, 0, 100, 100, 90, 92, 100, 100, 89, 2419778, 48 
squat, 32, 32, 68, 55, 14, 15, 12, 1, 11, 0, 0, 100, 100, 86, 94, 100, 100, 85, 2420808, 49 
squat, 37, 24, 100, 90, 19, 8, 10, 14, 17, 0, 0, 100, 100, 83, 100, 100, 99, 90, 2421931, 50 
squat, 36, 32, 28, 12, 11, 17, 11, 12, 11, 0, 0, 100, 100, 84, 100, 100, 97, 87, 2423060, 51 
squat, 41, 28, 66, 24, 28, 13, 17, 12, 8, 0, 0, 100, 100, 86, 100, 100, 92, 84, 2424098, 52 
squat, 27, 71, 100, 61, 13, 8, 12, 12, 11, 0, 0, 100, 100, 83, 100, 100, 96, 91, 2425133, 53 
squat, 41, 29, 35, 35, 13, 20, 18, 22, 7, 0, 0, 100, 100, 91, 99, 100, 100, 90, 2426134, 54 
squat, 32, 39, 100, 76, 19, 12, 8, 13, 8, 0, 0, 100, 100, 93, 100, 100, 98, 96, 2427179, 55 
squat, 26, 31, 56, 45, 14, 11, 11, 10, 2, 0, 0, 100, 100, 96, 100, 100, 98, 100, 2428181, 56 
squat, 45, 53, 100, 90, 33, 26, 9, 8, 5, 0, 0, 100, 100, 100, 100, 100, 89, 98, 2429227, 57 
squat, 23, 25, 65, 73, 30, 13, 6, 6, 9, 0, 0, 100, 100, 97, 100, 100, 86, 100, 2430273, 58 
squat, 42, 43, 62, 35, 4, 15, 6, 20, 20, 0, 0, 100, 100, 93, 95, 95, 86, 100, 2431281, 59 
squat, 41, 37, 100, 76, 26, 12, 13, 23, 14, 0, 0, 100, 100, 92, 89, 89, 85, 100, 2432384, 60 
